Ethnic group,Age group,Gender,DHB of residence,Population,Notes: 
European or Other,18-24,Male,Capital and Coast,2370,
European or Other,85-89,Female,Southern,2372,
Maori,5-11,Female,Southern,2379,
European or Other,18-24,Female,Hutt Valley,2384,
Asian,5-11,Female,Waikato,2386,
European or Other,5-11,Female,Lakes,2387,
Maori,25-29,Female,Bay of Plenty,2388,
Maori,40-44,Female,Counties Manukau,2411,
Maori,25-29,Female,Waitemata,2421,
Maori,0-4,Male,Hawkes Bay,2422,
European or Other,25-29,Male,Taranaki,2428,
European or Other,55-59,Male,Lakes,2436,
European or Other,18-24,Male,Auckland,2439,
Maori,18-24,Male,Waitemata,2440,
Maori,5-11,Male,Capital and Coast,2441,
Maori,50-54,Female,Counties Manukau,2443,
European or Other,18-24,Male,Hutt Valley,2446,
European or Other,70-74,Female,Hutt Valley,2458,
Maori,18-24,Female,Bay of Plenty,2469,
European or Other,0-4,Male,Hawkes Bay,2470,
Pacific Peoples,60-64,Male,Counties Manukau,2475,
European or Other,25-29,Male,Northland,2484,
Asian,5-11,Male,Waikato,2487,
European or Other,55-59,Female,Lakes,2489,
Pacific Peoples,12-17,Female,Waitemata,2494,
Pacific Peoples,18-24,Male,Auckland,2498,
Maori,50-54,Female,Waikato,2502,
European or Other,65-69,Male,Hutt Valley,2504,
European or Other,65-69,Female,Hutt Valley,2505,
Maori,35-39,Male,Waikato,2506,
Maori,55-59,Female,Waikato,2506,
European or Other,85-89,Female,Waikato,2511,
Asian,30-34,Male,Waikato,2529,
European or Other,18-24,Female,Auckland,2531,
European or Other,80-84,Female,Capital and Coast,2537,
Maori,5-11,Male,Southern,2539,
European or Other,5-11,Male,Lakes,2542,
Maori,18-24,Female,Waitemata,2545,
Maori,45-49,Female,Counties Manukau,2559,
European or Other,0-4,Male,Taranaki,2564,
Maori,35-39,Female,Counties Manukau,2571,
European or Other,25-29,Female,Taranaki,2574,
Asian,35-39,Female,Capital and Coast,2576,
European or Other,30-34,Male,Taranaki,2581,
Pacific Peoples,25-29,Male,Auckland,2582,
Asian,65-69,Male,Auckland,2584,
European or Other,18-24,Female,Nelson Marlborough,2592,
European or Other,35-39,Male,Taranaki,2592,
European or Other,18-24,Male,Hawkes Bay,2597,
Maori,0-4,Female,Canterbury,2597,
European or Other,75-79,Male,Hawkes Bay,2604,
European or Other,0-4,Female,Nelson Marlborough,2607,
Maori,12-17,Male,Hawkes Bay,2616,
Maori,40-44,Female,Waikato,2621,
European or Other,40-44,Male,Taranaki,2630,
European or Other,70-74,Male,Taranaki,2636,
European or Other,90+,Female,Canterbury,2642,
European or Other,85-89,Male,Canterbury,2644,
Asian,40-44,Male,Canterbury,2646,
Maori,5-11,Female,MidCentral,2662,
European or Other,25-29,Female,Northland,2670,
European or Other,40-44,Male,Northland,2695,
Maori,12-17,Female,Canterbury,2695,
European or Other,25-29,Male,Hawkes Bay,2705,
Maori,12-17,Female,Hawkes Bay,2710,
Pacific Peoples,18-24,Male,Counties Manukau,2711,
Pacific Peoples,25-29,Female,Auckland,2713,
European or Other,35-39,Male,Northland,2738,
European or Other,35-39,Male,Hawkes Bay,2739,
Pacific Peoples,12-17,Male,Waitemata,2749,
European or Other,30-34,Male,Northland,2752,
European or Other,18-24,Female,Capital and Coast,2753,
Maori,5-11,Male,MidCentral,2753,
Pacific Peoples,18-24,Female,Auckland,2760,
Maori,5-11,Female,Lakes,2761,
European or Other,75-79,Male,MidCentral,2763,
European or Other,30-34,Male,Hawkes Bay,2765,
European or Other,70-74,Female,Taranaki,2766,
Maori,30-34,Male,Counties Manukau,2767,
Asian,30-34,Female,Capital and Coast,2769,
European or Other,35-39,Female,Taranaki,2769,
European or Other,40-44,Female,Taranaki,2772,
European or Other,75-79,Female,Hawkes Bay,2792,
Pacific Peoples,18-24,Female,Counties Manukau,2794,
Maori,45-49,Female,Waikato,2795,
Asian,65-69,Male,Waitemata,2802,
European or Other,80-84,Female,Counties Manukau,2814,
European or Other,30-34,Female,Taranaki,2815,
European or Other,25-29,Male,Hutt Valley,2823,
European or Other,80-84,Female,Auckland,2825,
Maori,12-17,Male,Canterbury,2831,
Maori,35-39,Female,Waikato,2839,
Maori,0-4,Female,Waitemata,2847,
Asian,40-44,Female,Canterbury,2851,
Pacific Peoples,60-64,Female,Counties Manukau,2855,
European or Other,30-34,Female,Northland,2863,
European or Other,80-84,Male,Bay of Plenty,2866,
European or Other,0-4,Male,Nelson Marlborough,2877,
European or Other,25-29,Female,Hawkes Bay,2883,
European or Other,0-4,Female,MidCentral,2884,
European or Other,35-39,Female,Northland,2888,
Maori,0-4,Male,Canterbury,2903,
Asian,30-34,Female,Waikato,2914,
European or Other,75-79,Female,Northland,2914,
Asian,60-64,Male,Auckland,2922,
European or Other,18-24,Male,Nelson Marlborough,2929,
European or Other,40-44,Female,Northland,2931,
Asian,65-69,Female,Auckland,2935,
Asian,65-69,Male,Counties Manukau,2937,
European or Other,65-69,Female,Taranaki,2957,
Pacific Peoples,12-17,Female,Auckland,2957,
European or Other,18-24,Female,Waikato,2959,
European or Other,75-79,Male,Capital and Coast,2962,
European or Other,40-44,Male,Hutt Valley,2968,
Maori,30-34,Male,Waikato,2968,
European or Other,80-84,Male,Southern,2970,
European or Other,30-34,Female,Hawkes Bay,2972,
Asian,0-4,Female,Canterbury,2980,
European or Other,35-39,Male,Hutt Valley,2985,
European or Other,40-44,Male,Hawkes Bay,2987,
European or Other,75-79,Female,MidCentral,2992,
European or Other,25-29,Female,Hutt Valley,3001,
European or Other,0-4,Male,MidCentral,3002,
European or Other,35-39,Female,Hawkes Bay,3004,
European or Other,65-69,Male,Taranaki,3010,
European or Other,25-29,Male,Nelson Marlborough,3016,
European or Other,18-24,Male,Waikato,3018,
Asian,0-4,Male,Canterbury,3030,
European or Other,25-29,Female,Nelson Marlborough,3039,
Maori,0-4,Male,Waitemata,3043,
Pacific Peoples,12-17,Male,Auckland,3058,
European or Other,45-49,Male,Taranaki,3066,
Maori,5-11,Male,Lakes,3076,
European or Other,12-17,Female,Hutt Valley,3077,
European or Other,75-79,Female,Nelson Marlborough,3082,
European or Other,75-79,Male,Nelson Marlborough,3085,
European or Other,50-54,Male,Taranaki,3087,
Maori,12-17,Female,Waitemata,3093,
Asian,25-29,Male,Canterbury,3111,
European or Other,75-79,Male,Northland,3113,
European or Other,85-89,Female,Waitemata,3118,
Asian,60-64,Male,Waitemata,3120,
Maori,0-4,Female,Bay of Plenty,3120,
European or Other,35-39,Male,MidCentral,3124,
European or Other,30-34,Male,Hutt Valley,3142,
European or Other,40-44,Male,MidCentral,3150,
Pacific Peoples,5-11,Female,Waitemata,3152,
Asian,25-29,Female,Canterbury,3186,
European or Other,30-34,Male,Nelson Marlborough,3207,
European or Other,80-84,Female,Bay of Plenty,3210,
European or Other,40-44,Female,Hutt Valley,3212,
European or Other,35-39,Female,Hutt Valley,3223,
European or Other,45-49,Female,Taranaki,3228,
European or Other,60-64,Female,Hutt Valley,3229,
European or Other,12-17,Female,Taranaki,3236,
Maori,12-17,Male,Waitemata,3259,
European or Other,50-54,Female,Taranaki,3273,
Maori,25-29,Male,Counties Manukau,3278,
Asian,55-59,Male,Waitemata,3283,
European or Other,35-39,Male,Nelson Marlborough,3283,
European or Other,60-64,Male,Hutt Valley,3284,
European or Other,60-64,Male,Taranaki,3305,
European or Other,12-17,Male,Hutt Valley,3309,
European or Other,40-44,Female,Hawkes Bay,3313,
Pacific Peoples,55-59,Male,Counties Manukau,3317,
Asian,65-69,Female,Counties Manukau,3318,
Asian,65-69,Female,Waitemata,3338,
Asian,60-64,Male,Counties Manukau,3344,
Pacific Peoples,5-11,Male,Waitemata,3344,
European or Other,30-34,Female,Hutt Valley,3348,
European or Other,55-59,Male,Taranaki,3350,
Maori,0-4,Male,Bay of Plenty,3377,
European or Other,30-34,Male,MidCentral,3409,
Maori,0-4,Female,Northland,3413,
European or Other,60-64,Female,Taranaki,3427,
Maori,30-34,Female,Counties Manukau,3437,
European or Other,75-79,Male,Auckland,3442,
European or Other,80-84,Male,Waikato,3442,
European or Other,12-17,Female,Northland,3454,
European or Other,12-17,Male,Taranaki,3464,
Asian,50-54,Male,Auckland,3467,
Asian,55-59,Male,Auckland,3468,
European or Other,45-49,Male,Hutt Valley,3477,
European or Other,45-49,Male,Northland,3489,
European or Other,55-59,Female,Taranaki,3501,
Maori,30-34,Female,Waikato,3505,
Maori,5-11,Female,Hawkes Bay,3507,
European or Other,30-34,Female,Nelson Marlborough,3512,
Asian,18-24,Male,Waitemata,3525,
European or Other,55-59,Male,Hutt Valley,3530,
Pacific Peoples,5-11,Female,Auckland,3532,
European or Other,35-39,Female,MidCentral,3534,
Asian,50-54,Male,Waitemata,3535,
European or Other,40-44,Female,MidCentral,3541,
European or Other,50-54,Female,Hutt Valley,3544,
European or Other,75-79,Female,Capital and Coast,3545,
European or Other,40-44,Male,Nelson Marlborough,3560,
European or Other,12-17,Male,Northland,3570,
European or Other,55-59,Female,Hutt Valley,3580,
European or Other,18-24,Female,Bay of Plenty,3592,
European or Other,50-54,Male,Hutt Valley,3593,
Asian,5-11,Male,Canterbury,3595,
European or Other,75-79,Male,Counties Manukau,3597,
European or Other,45-49,Female,Northland,3598,
Maori,0-4,Male,Northland,3599,
Asian,5-11,Female,Canterbury,3601,
Maori,5-11,Male,Hawkes Bay,3603,
Asian,60-64,Female,Auckland,3608,
Maori,18-24,Male,Counties Manukau,3608,
Maori,5-11,Female,Canterbury,3611,
Maori,12-17,Female,Bay of Plenty,3622,
European or Other,35-39,Female,Nelson Marlborough,3631,
European or Other,45-49,Female,Hutt Valley,3631,
European or Other,5-11,Female,Hutt Valley,3633,
Pacific Peoples,55-59,Female,Counties Manukau,3639,
Maori,25-29,Male,Waikato,3640,
European or Other,18-24,Male,MidCentral,3688,
Asian,35-39,Male,Canterbury,3696,
Asian,55-59,Male,Counties Manukau,3697,
European or Other,45-49,Male,Hawkes Bay,3702,
European or Other,18-24,Male,Bay of Plenty,3718,
Pacific Peoples,5-11,Male,Auckland,3720,
Asian,30-34,Male,Canterbury,3730,
European or Other,80-84,Female,Southern,3732,
European or Other,18-24,Male,Southern,3733,
European or Other,70-74,Male,Hawkes Bay,3734,
European or Other,5-11,Male,Hutt Valley,3735,
European or Other,25-29,Male,MidCentral,3741,
European or Other,40-44,Female,Nelson Marlborough,3748,
European or Other,30-34,Female,MidCentral,3762,
Maori,12-17,Female,Northland,3764,
Maori,12-17,Male,Bay of Plenty,3776,
European or Other,70-74,Male,MidCentral,3778,
Asian,18-24,Female,Waitemata,3779,
Maori,25-29,Female,Waikato,3779,
European or Other,5-11,Female,Northland,3791,
European or Other,45-49,Male,MidCentral,3792,
European or Other,65-69,Male,Hawkes Bay,3822,
European or Other,75-79,Female,Auckland,3829,
Pacific Peoples,50-54,Male,Counties Manukau,3849,
European or Other,12-17,Female,Hawkes Bay,3854,
European or Other,5-11,Female,Taranaki,3856,
European or Other,85-89,Female,Canterbury,3860,
Maori,12-17,Male,Northland,3864,
Asian,50-54,Male,Counties Manukau,3865,
Asian,60-64,Female,Counties Manukau,3874,
Maori,18-24,Male,Waikato,3886,
Maori,5-11,Male,Canterbury,3891,
European or Other,5-11,Male,Northland,3895,
European or Other,25-29,Female,MidCentral,3899,
European or Other,18-24,Female,MidCentral,3906,
European or Other,50-54,Male,Hawkes Bay,3928,
European or Other,70-74,Female,Hawkes Bay,3942,
European or Other,75-79,Female,Counties Manukau,3948,
European or Other,12-17,Male,Hawkes Bay,3951,
Maori,18-24,Female,Counties Manukau,3957,
European or Other,18-24,Female,Waitemata,3959,
Pacific Peoples,45-49,Male,Counties Manukau,3965,
Asian,45-49,Male,Auckland,3985,
European or Other,5-11,Male,Taranaki,4008,
Maori,18-24,Female,Waikato,4008,
European or Other,25-29,Male,Bay of Plenty,4018,
Maori,25-29,Female,Counties Manukau,4029,
Asian,35-39,Female,Canterbury,4047,
European or Other,50-54,Male,Northland,4051,
European or Other,70-74,Female,MidCentral,4052,
European or Other,18-24,Male,Waitemata,4069,
Maori,5-11,Female,Waitemata,4073,
European or Other,0-4,Female,Bay of Plenty,4077,
Asian,55-59,Female,Waitemata,4093,
European or Other,50-54,Female,Hawkes Bay,4096,
European or Other,80-84,Female,Waikato,4096,
European or Other,65-69,Male,MidCentral,4098,
European or Other,50-54,Male,MidCentral,4105,
European or Other,80-84,Male,Waitemata,4118,
European or Other,60-64,Male,Hawkes Bay,4125,
European or Other,45-49,Female,Hawkes Bay,4128,
European or Other,18-24,Female,Southern,4135,
Asian,55-59,Female,Counties Manukau,4152,
European or Other,50-54,Female,Northland,4157,
European or Other,65-69,Female,Hawkes Bay,4174,
Pacific Peoples,40-44,Male,Counties Manukau,4196,
European or Other,0-4,Male,Bay of Plenty,4214,
Asian,18-24,Female,Counties Manukau,4218,
Asian,50-54,Female,Counties Manukau,4225,
Asian,55-59,Female,Auckland,4228,
European or Other,75-79,Male,Bay of Plenty,4228,
Asian,30-34,Female,Canterbury,4229,
European or Other,45-49,Female,MidCentral,4229,
Asian,45-49,Male,Waitemata,4275,
Asian,60-64,Female,Waitemata,4289,
European or Other,12-17,Female,MidCentral,4291,
European or Other,55-59,Male,Hawkes Bay,4301,
Asian,12-17,Female,Auckland,4302,
European or Other,65-69,Female,MidCentral,4310,
European or Other,0-4,Female,Capital and Coast,4311,
European or Other,5-11,Female,Hawkes Bay,4329,
European or Other,70-74,Male,Capital and Coast,4333,
Pacific Peoples,45-49,Female,Counties Manukau,4343,
European or Other,5-11,Male,Hawkes Bay,4345,
European or Other,60-64,Female,Hawkes Bay,4361,
European or Other,30-34,Male,Bay of Plenty,4364,
Pacific Peoples,50-54,Female,Counties Manukau,4367,
European or Other,35-39,Male,Bay of Plenty,4396,
European or Other,60-64,Male,MidCentral,4403,
European or Other,70-74,Female,Northland,4404,
Asian,50-54,Female,Auckland,4411,
Pacific Peoples,40-44,Female,Counties Manukau,4420,
European or Other,12-17,Female,Nelson Marlborough,4427,
Maori,0-4,Female,Counties Manukau,4429,
European or Other,45-49,Male,Nelson Marlborough,4446,
Maori,5-11,Male,Waitemata,4447,
Asian,12-17,Male,Auckland,4464,
Asian,45-49,Male,Counties Manukau,4515,
Asian,50-54,Female,Waitemata,4516,
European or Other,50-54,Female,MidCentral,4518,
European or Other,12-17,Male,Nelson Marlborough,4526,
European or Other,0-4,Male,Capital and Coast,4530,
European or Other,0-4,Female,Counties Manukau,4535,
European or Other,25-29,Female,Bay of Plenty,4548,
European or Other,12-17,Male,MidCentral,4551,
European or Other,40-44,Male,Bay of Plenty,4551,
Pacific Peoples,35-39,Male,Counties Manukau,4562,
European or Other,70-74,Male,Nelson Marlborough,4567,
European or Other,70-74,Female,Nelson Marlborough,4592,
European or Other,55-59,Female,Hawkes Bay,4612,
Maori,5-11,Female,Bay of Plenty,4612,
Asian,45-49,Female,Counties Manukau,4617,
Asian,12-17,Female,Waitemata,4643,
European or Other,55-59,Male,MidCentral,4655,
European or Other,80-84,Male,Canterbury,4678,
European or Other,55-59,Male,Northland,4691,
Maori,0-4,Male,Counties Manukau,4693,
European or Other,45-49,Female,Nelson Marlborough,4698,
European or Other,60-64,Female,MidCentral,4708,
European or Other,0-4,Female,Auckland,4724,
European or Other,65-69,Male,Nelson Marlborough,4745,
European or Other,65-69,Female,Northland,4762,
Asian,18-24,Male,Counties Manukau,4765,
European or Other,70-74,Male,Northland,4769,
European or Other,0-4,Male,Counties Manukau,4773,
European or Other,70-74,Female,Capital and Coast,4777,
European or Other,75-79,Male,Southern,4778,
Asian,0-4,Female,Auckland,4780,
European or Other,75-79,Female,Bay of Plenty,4782,
European or Other,5-11,Female,Nelson Marlborough,4788,
European or Other,5-11,Female,MidCentral,4799,
European or Other,50-54,Male,Nelson Marlborough,4805,
Asian,18-24,Male,Auckland,4850,
Asian,45-49,Female,Auckland,4861,
European or Other,55-59,Female,Northland,4864,
Maori,12-17,Female,Counties Manukau,4877,
European or Other,55-59,Female,MidCentral,4879,
European or Other,65-69,Male,Capital and Coast,4887,
European or Other,60-64,Female,Northland,4900,
European or Other,40-44,Female,Bay of Plenty,4905,
Asian,12-17,Male,Waitemata,4915,
Pacific Peoples,35-39,Female,Counties Manukau,4921,
European or Other,65-69,Female,Nelson Marlborough,4930,
European or Other,5-11,Male,MidCentral,4937,
European or Other,65-69,Male,Northland,4953,
European or Other,5-11,Male,Nelson Marlborough,4959,
Asian,12-17,Female,Counties Manukau,4968,
European or Other,35-39,Female,Bay of Plenty,4998,
Maori,0-4,Female,Waikato,5004,
European or Other,70-74,Male,Counties Manukau,5007,
Asian,0-4,Male,Auckland,5017,
European or Other,80-84,Female,Waitemata,5019,
European or Other,50-54,Female,Nelson Marlborough,5022,
Maori,5-11,Male,Bay of Plenty,5049,
Maori,5-11,Female,Northland,5054,
European or Other,0-4,Male,Auckland,5084,
European or Other,70-74,Female,Counties Manukau,5098,
European or Other,60-64,Male,Northland,5105,
Asian,18-24,Female,Auckland,5122,
Asian,45-49,Female,Waitemata,5131,
European or Other,18-24,Female,Counties Manukau,5144,
Maori,12-17,Male,Counties Manukau,5148,
European or Other,60-64,Female,Nelson Marlborough,5154,
Pacific Peoples,30-34,Male,Counties Manukau,5160,
European or Other,75-79,Female,Southern,5167,
European or Other,30-34,Female,Bay of Plenty,5173,
European or Other,70-74,Male,Auckland,5182,
European or Other,65-69,Female,Capital and Coast,5195,
European or Other,60-64,Male,Nelson Marlborough,5209,
Asian,40-44,Male,Auckland,5231,
Maori,12-17,Female,Waikato,5236,
European or Other,18-24,Female,Canterbury,5266,
European or Other,55-59,Male,Nelson Marlborough,5292,
Maori,0-4,Male,Waikato,5328,
Maori,12-17,Male,Waikato,5344,
European or Other,18-24,Male,Counties Manukau,5399,
European or Other,70-74,Female,Auckland,5399,
Maori,5-11,Male,Northland,5424,
European or Other,18-24,Male,Canterbury,5426,
Asian,25-29,Male,Waitemata,5433,
European or Other,65-69,Male,Counties Manukau,5437,
European or Other,65-69,Female,Counties Manukau,5457,
European or Other,45-49,Male,Bay of Plenty,5473,
European or Other,55-59,Female,Nelson Marlborough,5473,
Asian,12-17,Male,Counties Manukau,5502,
European or Other,75-79,Male,Waikato,5506,
European or Other,25-29,Male,Counties Manukau,5529,
Asian,40-44,Male,Counties Manukau,5549,
European or Other,12-17,Female,Bay of Plenty,5558,
Asian,40-44,Female,Auckland,5623,
Pacific Peoples,30-34,Female,Counties Manukau,5627,
Asian,40-44,Male,Waitemata,5644,
European or Other,50-54,Male,Bay of Plenty,5645,
European or Other,30-34,Male,Counties Manukau,5657,
European or Other,35-39,Male,Counties Manukau,5686,
Asian,40-44,Female,Counties Manukau,5748,
European or Other,40-44,Male,Counties Manukau,5778,
European or Other,12-17,Male,Bay of Plenty,5808,
European or Other,70-74,Male,Bay of Plenty,5809,
European or Other,35-39,Female,Counties Manukau,5899,
European or Other,65-69,Male,Bay of Plenty,5918,
European or Other,60-64,Male,Capital and Coast,5970,
European or Other,75-79,Female,Waikato,5975,
European or Other,30-34,Female,Counties Manukau,5982,
European or Other,65-69,Female,Auckland,5985,
European or Other,25-29,Female,Counties Manukau,5988,
European or Other,80-84,Female,Canterbury,5990,
European or Other,45-49,Female,Bay of Plenty,6005,
European or Other,60-64,Male,Bay of Plenty,6024,
European or Other,40-44,Female,Counties Manukau,6042,
Pacific Peoples,25-29,Male,Counties Manukau,6045,
European or Other,65-69,Male,Auckland,6084,
European or Other,0-4,Female,Southern,6098,
European or Other,60-64,Female,Capital and Coast,6115,
European or Other,70-74,Female,Bay of Plenty,6119,
European or Other,55-59,Male,Bay of Plenty,6142,
Asian,0-4,Female,Counties Manukau,6187,
European or Other,50-54,Female,Bay of Plenty,6249,
Asian,40-44,Female,Waitemata,6254,
European or Other,0-4,Male,Southern,6346,
European or Other,65-69,Female,Bay of Plenty,6364,
European or Other,60-64,Female,Counties Manukau,6372,
Asian,0-4,Female,Waitemata,6384,
European or Other,75-79,Male,Waitemata,6405,
Pacific Peoples,0-4,Female,Counties Manukau,6409,
European or Other,5-11,Female,Bay of Plenty,6453,
Asian,0-4,Male,Counties Manukau,6463,
European or Other,60-64,Female,Bay of Plenty,6497,
Asian,5-11,Female,Auckland,6528,
European or Other,55-59,Female,Bay of Plenty,6542,
Asian,25-29,Female,Waitemata,6582,
European or Other,5-11,Male,Bay of Plenty,6627,
European or Other,35-39,Male,Capital and Coast,6631,
Pacific Peoples,18-24,Male,Counties Manukau,6637,
Maori,5-11,Female,Counties Manukau,6640,
Asian,0-4,Male,Waitemata,6680,
Asian,5-11,Male,Auckland,6688,
Pacific Peoples,0-4,Male,Counties Manukau,6738,
European or Other,60-64,Male,Counties Manukau,6741,
European or Other,12-17,Female,Capital and Coast,6754,
European or Other,12-17,Female,Counties Manukau,6762,
European or Other,0-4,Female,Waikato,6797,
Pacific Peoples,25-29,Female,Counties Manukau,6800,
European or Other,40-44,Male,Capital and Coast,6832,
European or Other,12-17,Male,Capital and Coast,6882,
Maori,5-11,Female,Waikato,6900,
European or Other,60-64,Female,Auckland,6988,
Maori,5-11,Male,Counties Manukau,7014,
European or Other,55-59,Male,Capital and Coast,7071,
European or Other,40-44,Female,Capital and Coast,7072,
European or Other,70-74,Male,Southern,7078,
European or Other,0-4,Male,Waikato,7081,
European or Other,35-39,Female,Capital and Coast,7118,
Pacific Peoples,18-24,Female,Counties Manukau,7193,
European or Other,12-17,Male,Counties Manukau,7204,
European or Other,75-79,Female,Waitemata,7223,
European or Other,30-34,Male,Capital and Coast,7234,
European or Other,45-49,Male,Counties Manukau,7241,
European or Other,55-59,Female,Counties Manukau,7252,
European or Other,70-74,Female,Southern,7256,
Asian,25-29,Female,Counties Manukau,7287,
European or Other,35-39,Male,Waikato,7291,
European or Other,45-49,Female,Counties Manukau,7292,
European or Other,50-54,Male,Capital and Coast,7310,
European or Other,75-79,Male,Canterbury,7310,
European or Other,12-17,Female,Auckland,7315,
European or Other,55-59,Female,Capital and Coast,7316,
European or Other,5-11,Female,Capital and Coast,7335,
Asian,35-39,Male,Auckland,7336,
European or Other,50-54,Female,Counties Manukau,7359,
European or Other,40-44,Male,Waikato,7392,
European or Other,45-49,Male,Capital and Coast,7395,
European or Other,5-11,Female,Counties Manukau,7397,
European or Other,60-64,Male,Auckland,7440,
European or Other,12-17,Male,Auckland,7448,
Maori,5-11,Male,Waikato,7453,
Asian,35-39,Male,Counties Manukau,7504,
European or Other,18-24,Male,Capital and Coast,7571,
European or Other,50-54,Male,Counties Manukau,7602,
Asian,30-34,Male,Waitemata,7604,
European or Other,35-39,Female,Waikato,7635,
European or Other,50-54,Female,Capital and Coast,7657,
Asian,5-11,Female,Counties Manukau,7704,
European or Other,30-34,Female,Capital and Coast,7728,
European or Other,5-11,Male,Capital and Coast,7738,
European or Other,5-11,Female,Auckland,7739,
Asian,25-29,Male,Auckland,7740,
European or Other,55-59,Male,Counties Manukau,7763,
European or Other,18-24,Female,Waikato,7769,
European or Other,30-34,Male,Waikato,7808,
European or Other,40-44,Male,Southern,7808,
European or Other,18-24,Male,Waikato,7855,
European or Other,40-44,Female,Waikato,7855,
European or Other,5-11,Male,Counties Manukau,7898,
European or Other,70-74,Male,Waikato,7902,
European or Other,18-24,Male,Auckland,7930,
European or Other,35-39,Male,Southern,7944,
Asian,25-29,Male,Counties Manukau,7949,
European or Other,70-74,Female,Waikato,7955,
European or Other,40-44,Male,Auckland,8027,
European or Other,40-44,Female,Auckland,8032,
European or Other,45-49,Female,Capital and Coast,8064,
Pacific Peoples,12-17,Female,Counties Manukau,8090,
European or Other,55-59,Female,Auckland,8093,
European or Other,25-29,Male,Waikato,8104,
European or Other,65-69,Female,Southern,8111,
Asian,5-11,Male,Counties Manukau,8150,
Asian,35-39,Female,Auckland,8154,
European or Other,40-44,Female,Southern,8175,
Asian,35-39,Female,Counties Manukau,8190,
European or Other,75-79,Female,Canterbury,8212,
European or Other,25-29,Male,Capital and Coast,8217,
European or Other,5-11,Male,Auckland,8273,
European or Other,30-34,Female,Waikato,8285,
European or Other,35-39,Female,Southern,8309,
Pacific Peoples,12-17,Male,Counties Manukau,8309,
European or Other,65-69,Male,Southern,8338,
Asian,5-11,Female,Waitemata,8340,
European or Other,50-54,Female,Auckland,8362,
Asian,30-34,Male,Auckland,8382,
Asian,25-29,Female,Auckland,8392,
European or Other,65-69,Male,Waikato,8408,
Asian,35-39,Male,Waitemata,8446,
Asian,30-34,Male,Counties Manukau,8477,
European or Other,35-39,Female,Auckland,8521,
European or Other,35-39,Male,Auckland,8574,
European or Other,25-29,Female,Waikato,8579,
European or Other,55-59,Male,Auckland,8644,
European or Other,70-74,Male,Waitemata,8654,
European or Other,30-34,Male,Southern,8702,
European or Other,18-24,Female,Capital and Coast,8745,
European or Other,0-4,Female,Waitemata,8760,
Asian,30-34,Female,Counties Manukau,8763,
European or Other,12-17,Female,Southern,8770,
European or Other,45-49,Male,Waikato,8775,
Asian,5-11,Male,Waitemata,8786,
European or Other,25-29,Male,Southern,8786,
European or Other,18-24,Male,Southern,8806,
European or Other,65-69,Female,Waikato,8825,
European or Other,50-54,Male,Southern,8835,
European or Other,50-54,Male,Auckland,8858,
European or Other,30-34,Female,Southern,8869,
European or Other,45-49,Male,Auckland,8951,
European or Other,45-49,Female,Auckland,8961,
European or Other,25-29,Female,Southern,8965,
European or Other,18-24,Female,Auckland,9005,
European or Other,45-49,Male,Southern,9012,
European or Other,25-29,Female,Capital and Coast,9015,
European or Other,50-54,Male,Waikato,9069,
European or Other,12-17,Male,Southern,9094,
European or Other,60-64,Male,Waikato,9119,
European or Other,45-49,Female,Southern,9176,
European or Other,18-24,Female,Southern,9211,
European or Other,50-54,Female,Southern,9216,
European or Other,0-4,Male,Waitemata,9231,
European or Other,45-49,Female,Waikato,9249,
Asian,30-34,Female,Auckland,9316,
European or Other,70-74,Female,Waitemata,9386,
European or Other,65-69,Male,Waitemata,9442,
European or Other,60-64,Female,Southern,9450,
European or Other,50-54,Female,Waikato,9467,
European or Other,60-64,Female,Waikato,9468,
European or Other,55-59,Male,Waikato,9482,
Asian,30-34,Female,Waitemata,9506,
European or Other,60-64,Male,Southern,9557,
Asian,35-39,Female,Waitemata,9698,
European or Other,65-69,Female,Waitemata,9738,
European or Other,12-17,Female,Waikato,9748,
European or Other,12-17,Male,Waikato,9779,
European or Other,55-59,Female,Waikato,9783,
Pacific Peoples,5-11,Female,Counties Manukau,9937,
European or Other,0-4,Female,Canterbury,9963,
European or Other,5-11,Female,Southern,9997,
European or Other,55-59,Male,Southern,10093,
European or Other,55-59,Female,Southern,10137,
European or Other,0-4,Male,Canterbury,10205,
European or Other,30-34,Male,Auckland,10361,
European or Other,18-24,Male,Waitemata,10478,
European or Other,18-24,Female,Waitemata,10529,
Pacific Peoples,5-11,Male,Counties Manukau,10542,
European or Other,5-11,Male,Southern,10680,
European or Other,30-34,Female,Auckland,10714,
European or Other,70-74,Male,Canterbury,10748,
European or Other,25-29,Male,Auckland,10769,
European or Other,5-11,Female,Waikato,10854,
European or Other,25-29,Male,Waitemata,10987,
European or Other,30-34,Male,Waitemata,11060,
European or Other,60-64,Female,Waitemata,11313,
European or Other,60-64,Male,Waitemata,11391,
European or Other,35-39,Male,Waitemata,11487,
European or Other,5-11,Male,Waikato,11563,
European or Other,25-29,Female,Waitemata,11621,
European or Other,70-74,Female,Canterbury,11648,
European or Other,40-44,Male,Waitemata,11707,
European or Other,25-29,Female,Auckland,11855,
European or Other,30-34,Female,Waitemata,12116,
European or Other,65-69,Male,Canterbury,12116,
European or Other,40-44,Male,Canterbury,12314,
European or Other,35-39,Male,Canterbury,12323,
European or Other,35-39,Female,Waitemata,12356,
European or Other,40-44,Female,Waitemata,12417,
European or Other,12-17,Female,Waitemata,12500,
